,Factura,Ciudad,Tipo_cliente,Genero,Linea_producto,Precio_unidad,Cantidad,Impuesto,Total,Forma_pago,Coste,Calificacion,Fecha2,Dia,Jornada,Horario,Calificacion2,ISG,Anomaly,Anomaly_Score
944,333-23-2632,Yangon,Miembro,Hombre,Health and beauty,10.08,7,3.528,74.08800000000001,Cash,70.56,4.2,2019-03-28,Thursday,Laboral,Noche,Detractores,-100,1,0.00039642842906295606
945,489-82-1237,Yangon,Normal,Mujer,Electronic accessories,93.88,7,32.858000000000004,690.018,Credit card,657.16,7.3,2019-01-05,Saturday,Laboral,Mañana,Neutros,0,0,-0.012914096869846348
946,859-97-6048,Naypyitaw,Miembro,Hombre,Electronic accessories,84.25,2,8.425,176.925,Credit card,168.5,5.3,2019-03-26,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.02364662191257505
947,676-10-2200,Mandalay,Miembro,Hombre,Fashion accessories,53.78,1,2.6889999999999996,56.468999999999994,Ewallet,53.78,4.7,2019-02-03,Sunday,Festivo,Noche,Detractores,-100,0,-0.02151739498571481
948,373-88-1424,Naypyitaw,Miembro,Hombre,Home and lifestyle,35.81,5,8.9525,188.0025,Ewallet,179.05,7.9,2019-02-06,Wednesday,Laboral,Noche,Neutros,0,0,-0.033293308860998794
949,365-16-4334,Mandalay,Normal,Mujer,Food and beverages,26.43,8,10.572000000000001,222.012,Ewallet,211.44,8.9,2019-02-24,Sunday,Festivo,Tarde,Promotores,100,0,-0.024153151200315248
950,503-21-4385,Mandalay,Miembro,Hombre,Health and beauty,39.91,3,5.9865,125.7165,Ewallet,119.73,9.3,2019-02-21,Thursday,Laboral,Mañana,Promotores,100,0,-0.020545912082133855
951,305-89-2768,Mandalay,Miembro,Mujer,Home and lifestyle,21.9,3,3.285,68.985,Ewallet,65.7,4.7,2019-01-09,Wednesday,Laboral,Noche,Detractores,-100,0,-0.01879686236950817
952,574-80-1489,Mandalay,Miembro,Mujer,Food and beverages,62.85,4,12.57,263.97,Ewallet,251.4,8.7,2019-02-25,Monday,Laboral,Mañana,Promotores,100,0,-0.032554839393953316
953,784-08-0310,Naypyitaw,Miembro,Mujer,Food and beverages,21.04,4,4.208,88.368,Cash,84.16,7.6,2019-01-13,Sunday,Festivo,Mañana,Neutros,0,0,-0.042175327891222025
954,200-40-6154,Mandalay,Miembro,Hombre,Home and lifestyle,65.91,6,19.773,415.233,Cash,395.46,5.7,2019-02-09,Saturday,Laboral,Mañana,Detractores,-100,0,-0.036690412509148174
955,846-10-0341,Yangon,Normal,Mujer,Fashion accessories,42.57,7,14.8995,312.8895,Cash,297.99,6.8,2019-01-06,Sunday,Festivo,Mañana,Neutros,0,0,-0.030252265284549607
956,577-34-7579,Naypyitaw,Miembro,Hombre,Food and beverages,50.49,9,22.7205,477.1305,Cash,454.41,5.4,2019-01-10,Thursday,Laboral,Tarde,Detractores,-100,0,-0.03230670481192377
957,430-02-3888,Mandalay,Normal,Hombre,Electronic accessories,46.02,6,13.806,289.926,Cash,276.12,7.1,2019-02-07,Thursday,Laboral,Tarde,Neutros,0,0,-0.03714318777796621
958,867-47-1948,Naypyitaw,Normal,Mujer,Home and lifestyle,15.8,10,7.9,165.9,Cash,158.0,7.8,2019-01-09,Wednesday,Laboral,Mañana,Neutros,0,0,-0.032509705225331254
959,384-59-6655,Yangon,Miembro,Mujer,Food and beverages,98.66,9,44.397,932.337,Cash,887.94,8.4,2019-02-19,Tuesday,Laboral,Tarde,Neutros,0,0,-0.006800134471095176
960,256-58-3609,Naypyitaw,Miembro,Hombre,Fashion accessories,91.98,1,4.599,96.579,Cash,91.98,9.8,2019-03-18,Monday,Laboral,Tarde,Promotores,100,1,0.008624405067258256
961,324-92-3863,Yangon,Miembro,Hombre,Electronic accessories,20.89,2,2.089,43.869,Cash,41.78,9.8,2019-02-05,Tuesday,Laboral,Noche,Promotores,100,0,-0.007513685058533004
962,593-08-5916,Yangon,Normal,Mujer,Fashion accessories,15.5,1,0.775,16.275,Credit card,15.5,7.4,2019-03-19,Tuesday,Laboral,Tarde,Neutros,0,0,-0.023138663938755966
963,364-34-2972,Naypyitaw,Miembro,Hombre,Electronic accessories,96.82,3,14.523,304.983,Cash,290.46,6.7,2019-03-30,Saturday,Laboral,Noche,Neutros,0,0,-0.025591036628009434
964,794-42-3736,Mandalay,Normal,Hombre,Food and beverages,33.33,2,3.333,69.993,Credit card,66.66,6.4,2019-01-26,Saturday,Laboral,Tarde,Detractores,-100,0,-0.03382139576631937
965,172-42-8274,Mandalay,Normal,Mujer,Electronic accessories,38.27,2,3.827,80.367,Credit card,76.54,5.8,2019-03-02,Saturday,Festivo,Noche,Detractores,-100,0,-0.015238274468025725
966,558-60-5016,Yangon,Normal,Mujer,Home and lifestyle,33.3,9,14.985,314.685,Ewallet,299.7,7.2,2019-03-04,Monday,Laboral,Tarde,Neutros,0,0,-0.044030553561383357
967,195-06-0432,Yangon,Miembro,Hombre,Home and lifestyle,81.01,3,12.1515,255.1815,Credit card,243.03,9.3,2019-01-13,Sunday,Festivo,Mañana,Promotores,100,0,-0.029220142978827912
968,605-03-2706,Yangon,Normal,Mujer,Health and beauty,15.8,3,2.37,49.77,Cash,47.4,9.5,2019-03-25,Monday,Laboral,Noche,Promotores,100,0,-0.0016386253577790333
969,214-30-2776,Mandalay,Miembro,Mujer,Electronic accessories,34.49,5,8.6225,181.0725,Credit card,172.45,9.0,2019-03-11,Monday,Laboral,Noche,Promotores,100,0,-0.01673918274331232
970,746-04-1077,Mandalay,Miembro,Mujer,Food and beverages,84.63,10,42.315,888.615,Credit card,846.3,9.0,2019-01-01,Tuesday,Laboral,Mañana,Promotores,100,0,-2.3558987548910615e-05
971,448-34-8700,Mandalay,Miembro,Hombre,Home and lifestyle,36.91,7,12.9185,271.2885,Ewallet,258.37,6.7,2019-02-10,Sunday,Festivo,Mañana,Neutros,0,0,-0.03585274312664699
972,452-04-8808,Mandalay,Normal,Hombre,Electronic accessories,87.08,7,30.478,640.038,Cash,609.56,5.5,2019-01-26,Saturday,Laboral,Tarde,Detractores,-100,0,-0.013054875302515034
973,531-56-4728,Yangon,Normal,Hombre,Home and lifestyle,80.08,3,12.012,252.252,Cash,240.24,5.4,2019-02-11,Monday,Laboral,Tarde,Detractores,-100,0,-0.032615430159352754
974,744-82-9138,Naypyitaw,Normal,Hombre,Fashion accessories,86.13,2,8.613,180.873,Cash,172.26,8.2,2019-02-07,Thursday,Laboral,Tarde,Neutros,0,0,-0.019389545258041263
975,883-69-1285,Mandalay,Miembro,Hombre,Fashion accessories,49.92,2,4.992,104.83200000000001,Credit card,99.84,7.0,2019-03-06,Wednesday,Laboral,Mañana,Neutros,0,0,-0.03316025035269121
976,221-25-5073,Yangon,Normal,Mujer,Food and beverages,74.66,4,14.932,313.572,Cash,298.64,8.5,2019-03-04,Monday,Laboral,Mañana,Promotores,100,0,-0.0334790648830956
977,518-71-6847,Mandalay,Miembro,Hombre,Food and beverages,26.6,6,7.98,167.58,Ewallet,159.6,4.9,2019-02-26,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.03176511940316451
978,156-20-0370,Mandalay,Normal,Mujer,Electronic accessories,25.45,1,1.2725,26.7225,Credit card,25.45,5.1,2019-03-10,Sunday,Festivo,Noche,Detractores,-100,0,-0.007154102749912683
979,151-33-7434,Mandalay,Normal,Mujer,Food and beverages,67.77,1,3.3885,71.1585,Credit card,67.77,6.5,2019-02-04,Monday,Laboral,Noche,Neutros,0,0,-0.023807486929715682
980,728-47-9078,Naypyitaw,Miembro,Hombre,Food and beverages,59.59,4,11.918,250.278,Cash,238.36,9.8,2019-01-19,Saturday,Laboral,Mañana,Promotores,100,0,-0.018689548707570336
981,809-46-1866,Yangon,Normal,Hombre,Health and beauty,58.15,4,11.63,244.23,Cash,232.6,8.4,2019-01-23,Wednesday,Laboral,Tarde,Neutros,0,0,-0.025078019089194603
982,139-32-4183,Yangon,Miembro,Mujer,Sports and travel,97.48,9,43.86600000000001,921.186,Ewallet,877.32,7.4,2019-03-14,Thursday,Laboral,Tarde,Neutros,0,1,0.006140525692406307
983,148-41-7930,Naypyitaw,Normal,Hombre,Health and beauty,99.96,7,34.986,734.706,Cash,699.72,6.1,2019-01-23,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.008462658665168377
984,189-40-5216,Naypyitaw,Normal,Hombre,Electronic accessories,96.37,7,33.7295,708.3195,Cash,674.59,6.0,2019-01-09,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.015075868089803435
985,374-38-5555,Mandalay,Normal,Mujer,Fashion accessories,63.71,5,15.9275,334.4775,Ewallet,318.55,8.5,2019-02-07,Thursday,Laboral,Noche,Promotores,100,0,-0.030939685399783423
986,764-44-8999,Mandalay,Normal,Mujer,Health and beauty,14.76,2,1.476,30.996,Ewallet,29.52,4.3,2019-02-18,Monday,Laboral,Tarde,Detractores,-100,0,-0.0060001906014884865
987,552-44-5977,Mandalay,Miembro,Hombre,Health and beauty,62.0,8,24.8,520.8,Credit card,496.0,6.2,2019-01-03,Thursday,Laboral,Noche,Detractores,-100,0,-0.01390821914650242
988,267-62-7380,Naypyitaw,Miembro,Hombre,Electronic accessories,82.34,10,41.17,864.57,Ewallet,823.4,4.3,2019-03-29,Friday,Laboral,Noche,Detractores,-100,0,-0.003679913159364445
989,430-53-4718,Mandalay,Miembro,Hombre,Health and beauty,75.37,8,30.148000000000003,633.1080000000001,Credit card,602.96,8.4,2019-01-28,Monday,Laboral,Tarde,Neutros,0,0,-0.021418436272733765
990,886-18-2897,Yangon,Normal,Mujer,Food and beverages,56.56,5,14.14,296.94,Credit card,282.8,4.5,2019-03-22,Friday,Laboral,Noche,Detractores,-100,0,-0.03420070814518705
991,602-16-6955,Mandalay,Normal,Mujer,Sports and travel,76.6,10,38.3,804.3,Ewallet,766.0,6.0,2019-01-24,Thursday,Laboral,Noche,Detractores,-100,1,0.005978437755991606
992,745-74-0715,Yangon,Normal,Hombre,Electronic accessories,58.03,2,5.803,121.863,Ewallet,116.06,8.8,2019-03-10,Sunday,Festivo,Noche,Promotores,100,0,-0.025234494832961696
993,690-01-6631,Mandalay,Normal,Hombre,Fashion accessories,17.49,10,8.745,183.645,Ewallet,174.9,6.6,2019-02-22,Friday,Laboral,Noche,Neutros,0,0,-0.02929715685739953
994,652-49-6720,Naypyitaw,Miembro,Mujer,Electronic accessories,60.95,1,3.0475,63.9975,Ewallet,60.95,5.9,2019-02-18,Monday,Laboral,Mañana,Detractores,-100,0,-0.004614739436662241
995,233-67-5758,Naypyitaw,Normal,Hombre,Health and beauty,40.35,1,2.0175,42.3675,Ewallet,40.35,6.2,2019-01-29,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.014791115636403673
996,303-96-2227,Mandalay,Normal,Mujer,Home and lifestyle,97.38,10,48.69,1022.49,Ewallet,973.8,4.4,2019-03-02,Saturday,Festivo,Tarde,Detractores,-100,1,0.014023731157003949
997,727-02-1313,Yangon,Miembro,Hombre,Food and beverages,31.84,1,1.5919999999999999,33.431999999999995,Cash,31.84,7.7,2019-02-09,Saturday,Laboral,Mañana,Neutros,0,0,-0.02099760048004151
998,347-56-2442,Yangon,Normal,Hombre,Home and lifestyle,65.82,1,3.2910000000000004,69.111,Cash,65.82,4.1,2019-02-22,Friday,Laboral,Tarde,Detractores,-100,0,-0.006976136841481018
999,849-09-3807,Yangon,Miembro,Mujer,Fashion accessories,88.34,7,30.919,649.299,Cash,618.38,6.6,2019-02-18,Monday,Laboral,Mañana,Neutros,0,0,-0.029388580226875627
